Title,Location,Price,Area,Room
                        Apartment Bloemgracht                            ,            1015 TR Amsterdam (Jordaan)        ,"                €4,750 per month            ",132 m²,4 rooms
                        Apartment De Lairessestraat 172 F                            ,            1075 HM Amsterdam (Willemspark)        ,"                €3,250 per month            ",106 m²,4 rooms
                        Apartment Van Eeghenlaan 12 1                            ,            1071 EM Amsterdam (Museumkwartier)        ,"                €4,500 per month            ",140 m²,3 rooms
                        Apartment Van Eeghenstraat 58 II                            ,            1071 GJ Amsterdam (Museumkwartier)        ,"                €2,950 per month            ",71 m²,2 rooms
                        Apartment Pieter Baststraat                            ,            1071 TW Amsterdam (Museumkwartier)        ,"                €2,500 per month            ",72 m²,3 rooms
                        Apartment Willem Parelstraat 282                            ,            1018 KZ Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €1,995 per month            ",45 m²,2 rooms
                        Apartment Brouwersgracht 829                            ,            1015 GK Amsterdam (Jordaan)        ,"                €3,450 per month            ",125 m²,4 rooms
                        Apartment Cliostraat 55 3V                            ,            1077 KD Amsterdam (Apollobuurt)        ,"                €1,875 per month            ",45 m²,2 rooms
                        Apartment Emmalaan 17 C                            ,            1075 AT Amsterdam (Willemspark)        ,"                €3,250 per month            ",100 m²,3 rooms
                        Apartment Wijenburg 110                            ,            1082 VX Amsterdam (Buitenveldert-West)        ,"                €2,150 per month            ",67 m²,4 rooms
                        Apartment Loevestein                            ,            1082 XG Amsterdam (Buitenveldert-West)        ,"                €2,150 per month            ",67 m²,4 rooms
                        Apartment Orteliuskade                            ,            1057 AD Amsterdam (Hoofdweg e.o.)        ,"                €2,500 per month            ",75 m²,3 rooms
                        Apartment Bella Vistastraat                            ,            1096 GM Amsterdam (Omval/Overamstel)        ,"                €3,000 per month            ",113 m²,4 rooms
                        Apartment Ceintuurbaan                            ,            1072 GD Amsterdam (Nieuwe Pijp)        ,"                €2,450 per month            ",80 m²,1 room
                        Apartment Marjoleinstraat                            ,            1034 DR Amsterdam (Banne Buiksloot)        ,"                €1,500 per month            ",35 m²,2 rooms
                        Apartment Langswater                            ,            1069 TS Amsterdam (De Punt)        ,"                €2,250 per month            ",70 m²,4 rooms
                        Apartment Tweede Sweelinckstraat                            ,            1073 EH Amsterdam (Nieuwe Pijp)        ,"                €1,800 per month            ",52 m²,2 rooms
                        Apartment Van Eeghenstraat                            ,            1071 EZ Amsterdam (Museumkwartier)        ,"                €2,800 per month            ",98 m²,3 rooms
                        Apartment Nieuwe Ridderstraat                            ,            1011 CN Amsterdam (Nieuwmarkt/Lastage)        ,"                €4,950 per month            ",215 m²,5 rooms
                        Apartment Cruquiusweg                            ,            1019 AG Amsterdam (Oostelijk Havengebied)        ,"                €3,000 per month            ",105 m²,3 rooms
                        Apartment Van Eeghenstraat                            ,            1071 EZ Amsterdam (Museumkwartier)        ,"                €2,650 per month            ",81 m²,2 rooms
                        Apartment Jan Evertsenstraat                            ,            1057 BS Amsterdam (Hoofdweg e.o.)        ,"                €1,750 per month            ",65 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Plantage Kerklaan                            ,            1018 TA Amsterdam (Weesperbuurt/Plantage)        ,"                €2,150 per month            ",65 m²,2 rooms
                        Apartment Westerstraat                            ,            1015 LZ Amsterdam (Jordaan)        ,"                €1,650 per month            ",35 m²,2 rooms
                        Apartment Afroditekade                            ,            1076 DZ Amsterdam (Stadionbuurt)        ,"                €2,200 per month            ",100 m²,2 rooms
                        Apartment Nicolaas Maesstraat                            ,            1071 RD Amsterdam (Museumkwartier)        ,"                €2,800 per month            ",73 m²,3 rooms
                        Apartment Tugelaweg                            ,            1091 VW Amsterdam (Weesperzijde)        ,"                €2,350 per month            ",67 m²,3 rooms
                        Apartment Haparandaweg                            ,            1013 BD Amsterdam (Houthavens)        ,"                €1,500 per month            ",55 m²,1 room
                        Studio Bos en Lommerplantsoen 35 C                            ,            1055 AA Amsterdam (De Kolenkit)        ,"                €1,300 per month            ",28 m²,1 room
                        House Middenweg                            ,            1098 AH Amsterdam (Middenmeer)        ,"                €3,000 per month            ",211 m²,5 rooms
                        Apartment Kuipersstraat 77 2                            ,            1074 EH Amsterdam (Nieuwe Pijp)        ,"                €4,250 per month            ",106 m²,4 rooms
                        Apartment Keizersgracht                            ,            1015 CR Amsterdam (Grachtengordel-West)        ,"                €3,000 per month            ",140 m²,3 rooms
                        Apartment Groen van Prinstererstraat                            ,            1051 EN Amsterdam (Staatsliedenbuurt)        ,"                €1,950 per month            ",80 m²,3 rooms
                        Apartment Eksterstraat                            ,            1021 EA Amsterdam (IJplein/Vogelbuurt)        ,"                €1,800 per month            ",90 m²,4 rooms
                        Apartment Prinsengracht 485 C + PP                            ,            1016 HP Amsterdam (Grachtengordel-West)        ,"                €3,250 per month            ",117 m²,4 rooms
                        Apartment Keizersgracht                            ,            1016 DR Amsterdam (Grachtengordel-West)        ,"                €2,850 per month            ",130 m²,2 rooms
                        Apartment Amstelkade 168 3                            ,            1078 AZ Amsterdam (Scheldebuurt)        ,"                €3,500 per month            ",102 m²,4 rooms
                        Apartment Valkenisseweg                            ,            1069 BX Amsterdam (Osdorp-Midden)        ,"                €1,850 per month            ",88 m²,3 rooms
                        House Keizersgracht 786                            ,            1017 EC Amsterdam (Grachtengordel-Zuid)        ,"                €10,500 per month            ",450 m²,12 rooms
                        Apartment Sint Willibrordusstraat 10                            ,            1074 XL Amsterdam (Nieuwe Pijp)        ,"                €2,500 per month            ",118 m²,3 rooms
                        Apartment Peter Schatstraat                            ,            1082 MX Amsterdam (Zuidas)        ,"                €6,750 per month            ",158 m²,4 rooms
                        Apartment Paramaribostraat 132 2                            ,            1058 VP Amsterdam (Westindische Buurt)        ,"                €3,100 per month            ",133 m²,5 rooms
                        Apartment Piet Gijzenbrugstraat 30 2                            ,            1059 XJ Amsterdam (Hoofddorppleinbuurt)        ,"                €2,300 per month            ",80 m²,3 rooms
                        Apartment Keizersgracht                            ,            1015 CW Amsterdam (Grachtengordel-West)        ,"                €2,750 per month            ",80 m²,2 rooms
                        Apartment Paulus Potterstraat 24 2                            ,            1071 DA Amsterdam (Museumkwartier)        ,"                €11,000 per month            ",242 m²,4 rooms
                        Apartment Lange Leidsedwarsstraat                            ,            1017 NR Amsterdam (De Weteringschans)        ,"                €2,700 per month            ",100 m²,3 rooms
                        Apartment Grootzeilhof                            ,            1034 MC Amsterdam (Banne Buiksloot)        ,"                €2,200 per month            ",80 m²,3 rooms
                        Apartment Eerste Jan van der Heijdenstraat 116 H                            ,            1072 VB Amsterdam (Oude Pijp)        ,"                €3,500 per month            ",83 m²,3 rooms
                        Apartment Sanderijnstraat                            ,            1055 BM Amsterdam (Erasmuspark)        ,"                €1,750 per month            ",65 m²,3 rooms
                        Apartment Van Baerlestraat                            ,            1071 BB Amsterdam (Museumkwartier)        ,"                €2,250 per month            ",55 m²,3 rooms
                        Apartment Victorieplein                            ,            1079 KM Amsterdam (Scheldebuurt)        ,"                €3,250 per month            ",110 m²,4 rooms
                        Studio Westerstraat                            ,            1015 ML Amsterdam (Jordaan)        ,"                €1,350 per month            ",30 m²,1 room
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Beemsterstraat 546 a8                            ,            1024 BV Amsterdam (Waterlandpleinbuurt)        ,                €995 per month            ,66 m²,2 rooms
                        Apartment Haringvlietstraat 15 I                            ,            1078 JZ Amsterdam (Scheldebuurt)        ,"                €2,500 per month            ",91 m²,5 rooms
                        Apartment Kloveniersburgwal                            ,            1011 JX Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,595 per month            ",100 m²,2 rooms
                        Apartment Krombekstraat                            ,"            1104 KT Amsterdam (Bijlmer Oost (E,G,K))        ","                €1,850 per month            ",65 m²,2 rooms
                        Apartment Sint Nicolaasstraat 2 B                            ,            1012 NK Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,300 per month            ",100 m²,4 rooms
                        Apartment Sprinklerstraat                            ,            1019 VR Amsterdam (Indische Buurt Oost)        ,"                €2,500 per month            ",94 m²,3 rooms
                        House Bloemgracht 172                            ,            1015 TV Amsterdam (Jordaan)        ,"                €6,000 per month            ",202 m²,8 rooms
                        Apartment Groen van Prinstererstraat                            ,            1051 EH Amsterdam (Staatsliedenbuurt)        ,"                €2,400 per month            ",73 m²,3 rooms
                        Apartment Korte Ouderkerkerdijk 1 W2                            ,            1096 AC Amsterdam (Omval/Overamstel)        ,"                €9,950 per month            ",196 m²,4 rooms
                        Apartment Dusartstraat                            ,            1072 HV Amsterdam (Nieuwe Pijp)        ,"                €2,500 per month            ",75 m²,3 rooms
                        Apartment Rheastraat 24                            ,            1076 DS Amsterdam (Stadionbuurt)        ,"                €2,750 per month            ",125 m²,3 rooms
                        Apartment Banstraat 55 II                            ,            1071 JX Amsterdam (Museumkwartier)        ,"                €2,100 per month            ",75 m²,2 rooms
                        Apartment NDSM-pier                            ,            1033 RE Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,740 per month            ",65 m²,4 rooms
                        Apartment NDSM-pier                            ,            1033 RE Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,450 per month            ",110 m²,4 rooms
                        Apartment NDSM-pier                            ,            1033 RE Amsterdam (Noordelijke IJ-oevers West)        ,"                €3,415 per month            ",130 m²,4 rooms
                        Apartment Keizersgracht 633 A                            ,            1017 DS Amsterdam (Grachtengordel-Zuid)        ,"                €3,400 per month            ",54 m²,2 rooms
                        Apartment Blasiusstraat                            ,            1091 CR Amsterdam (Weesperzijde)        ,"                €2,150 per month            ",66 m²,3 rooms
                        Apartment Jennerstraat                            ,            1097 GB Amsterdam (Frankendael)        ,"                €2,300 per month            ",108 m²,6 rooms
                        Apartment Jacob van Lennepkade                            ,            1054 ZT Amsterdam (Overtoomse Sluis)        ,"                €2,075 per month            ",65 m²,2 rooms
                        Apartment Reguliersdwarsstraat 100 C                            ,            1017 BN Amsterdam (Grachtengordel-Zuid)        ,"                €3,250 per month            ",104 m²,3 rooms
                        Apartment Reguliersdwarsstraat 98 F                            ,            1017 BN Amsterdam (Grachtengordel-Zuid)        ,"                €2,750 per month            ",85 m²,3 rooms
                        Apartment Reguliersdwarsstraat 100 D                            ,            1017 BN Amsterdam (Grachtengordel-Zuid)        ,"                €3,100 per month            ",97 m²,3 rooms
                        Apartment Reguliersdwarsstraat 98 E                            ,            1017 BN Amsterdam (Grachtengordel-Zuid)        ,"                €2,750 per month            ",85 m²,3 rooms
                        Apartment Reguliersdwarsstraat 98 B                            ,            1017 BN Amsterdam (Grachtengordel-Zuid)        ,"                €2,950 per month            ",92 m²,3 rooms
                        Apartment Fagelstraat 94 3                            ,            1052 GJ Amsterdam (Frederik Hendrikbuurt)        ,"                €2,500 per month            ",92 m²,3 rooms
                        Apartment Corellistraat 3 3                            ,            1077 HA Amsterdam (Apollobuurt)        ,"                €6,000 per month            ",181 m²,7 rooms
                        Apartment Lindenhoevestraat                            ,            1096 DV Amsterdam (Omval/Overamstel)        ,"                €2,750 per month            ",121 m²,4 rooms
                        Apartment Prinsengracht                            ,            1017 JJ Amsterdam (Grachtengordel-Zuid)        ,"                €2,500 per month            ",72 m²,2 rooms
                        Apartment Frans van Mierisstraat 69 II                            ,            1071 RL Amsterdam (Museumkwartier)        ,"                €4,850 per month            ",187 m²,5 rooms
                        Apartment Herengracht 579 1                            ,            1017 CD Amsterdam (Grachtengordel-Zuid)        ,"                €5,400 per month            ",127 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Ben van Meerendonkstraat                            ,            1087 LN Amsterdam (IJburg Zuid)        ,"                €4,950 per month            ",240 m²,5 rooms
                        Apartment Lijnbaansgracht                            ,            1016 XA Amsterdam (Jordaan)        ,"                €2,500 per month            ",95 m²,3 rooms
                        House Solitudolaan                            ,            1096 DS Amsterdam (Omval/Overamstel)        ,"                €3,975 per month            ",156 m²,3 rooms
                        Apartment Looiersgracht                            ,            1016 VS Amsterdam (Jordaan)        ,"                €3,250 per month            ",85 m²,3 rooms
                        Apartment Keizersgracht 634 D                            ,            1017 ER Amsterdam (Grachtengordel-Zuid)        ,"                €2,500 per month            ",60 m²,2 rooms
                        House Leidsegracht 55                            ,            1017 NB Amsterdam (Grachtengordel-Zuid)        ,"                €5,100 per month            ",190 m²,7 rooms
                        Apartment Het Breed                            ,            1025 HW Amsterdam (Buikslotermeer)        ,"                €1,925 per month            ",62 m²,2 rooms
                        Apartment Nicolaas Maesstraat                            ,            1071 RG Amsterdam (Museumkwartier)        ,"                €3,150 per month            ",98 m²,3 rooms
                        Apartment Haarlemmerdijk                            ,            1013 KC Amsterdam (Haarlemmerbuurt)        ,"                €2,050 per month            ",60 m²,3 rooms
                        Apartment Bronckhorststraat                            ,            1071 WL Amsterdam (Museumkwartier)        ,"                €2,550 per month            ",92 m²,3 rooms
                        Apartment Van de Veldestraat 7 bv                            ,            1071 CW Amsterdam (Museumkwartier)        ,"                €4,750 per month            ",190 m²,6 rooms
                        Apartment Buitenzagerij 64                            ,            1021 NR Amsterdam (IJplein/Vogelbuurt)        ,"                €1,600 per month            ",60 m²,2 rooms
                        Apartment Kea Boumanstraat                            ,            1095 MA Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €2,400 per month            ",140 m²,4 rooms
                        Apartment Vijzelgracht 33 3                            ,            1017 HN Amsterdam (De Weteringschans)        ,"                €2,275 per month            ",93 m²,3 rooms
                        Apartment Johannes Verhulststraat 187 H                            ,            1075 GZ Amsterdam (Willemspark)        ,"                €7,000 per month            ",232 m²,7 rooms
                        Apartment Tuinstraat 30 2                            ,            1015 PE Amsterdam (Jordaan)        ,"                €2,750 per month            ",111 m²,3 rooms
                        House Amstel 49                            ,            1011 PW Amsterdam (Nieuwmarkt/Lastage)        ,"                €4,950 per month            ",125 m²,4 rooms
                        Apartment Derde Helmersstraat 41 A                            ,            1054 BB Amsterdam (Helmersbuurt)        ,"                €2,350 per month            ",65 m²,3 rooms
                        Apartment Nicolaas Maesstraat 77 II-III                            ,            1071 PS Amsterdam (Museumkwartier)        ,"                €5,750 per month            ",185 m²,6 rooms
                        House Nederhoven                            ,            1083 AM Amsterdam (Buitenveldert-Oost)        ,"                €8,500 per month            ",336 m²,11 rooms
                        Apartment Jan van Zutphenstraat                            ,            1069 RS Amsterdam (Osdorp-Midden)        ,"                €2,500 per month            ",118 m²,1 room
                        Apartment Reguliersgracht 78 B                            ,            1017 LV Amsterdam (Grachtengordel-Zuid)        ,"                €5,500 per month            ",141 m²,4 rooms
                        Apartment Bredeweg 43 II                            ,            1098 BN Amsterdam (Middenmeer)        ,"                €3,250 per month            ",134 m²,5 rooms
                        Apartment Admiraal De Ruijterweg                            ,            1055 MP Amsterdam (Landlust)        ,"                €3,350 per month            ",139 m²,5 rooms
                        Apartment Laagte Kadijk                            ,            1018 BB Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,250 per month            ",75 m²,3 rooms
                        Apartment Céramiquelaan 211                            ,            1031 KG Amsterdam (Noordelijke IJ-oevers West)        ,"                €15,000 per month            ",250 m²,4 rooms
                        Apartment Rhijnvis Feithstraat 24 E                            ,            1054 TX Amsterdam (Overtoomse Sluis)        ,"                €2,500 per month            ",52 m²,2 rooms
                        Apartment Mercuriusplein 3 C                            ,            1033 AZ Amsterdam (Tuindorp Oostzaan)        ,"                €1,240 per month            ",47 m²,2 rooms
                        Apartment Nieuwendijk 36 2                            ,            1012 ML Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,750 per month            ",90 m²,4 rooms
                        Apartment Van Nijenrodeweg                            ,            1083 EL Amsterdam (Buitenveldert-Oost)        ,"                €1,850 per month            ",88 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Vrolikstraat                            ,            1092 TW Amsterdam (Oosterparkbuurt)        ,"                €1,950 per month            ",57 m²,2 rooms
                        Apartment Staringstraat                            ,            1054 VR Amsterdam (Overtoomse Sluis)        ,"                €1,800 per month            ",75 m²,3 rooms
                        Apartment Bloemgracht                            ,            1015 TJ Amsterdam (Jordaan)        ,"                €2,500 per month            ",87 m²,3 rooms
                        Apartment Haarlemmerdijk                            ,            1013 JK Amsterdam (Haarlemmerbuurt)        ,"                €1,600 per month            ",50 m²,2 rooms
                        Apartment Galvanistraat 4 H                            ,            1098 NL Amsterdam (Middenmeer)        ,"                €2,250 per month            ",90 m²,4 rooms
                        Apartment Marskramerstraat 19                            ,            1033 WH Amsterdam (Oostzanerwerf)        ,"                €1,500 per month            ",60 m²,2 rooms
                        Apartment Louis Davidsstraat                            ,            1068 SJ Amsterdam (Osdorp-Oost)        ,"                €2,250 per month            ",60 m²,2 rooms
                        Apartment Boomstraat 23 A                            ,            1015 LA Amsterdam (Jordaan)        ,"                €3,850 per month            ",125 m²,5 rooms
                        Apartment Saxenburgerstraat 12 1                            ,            1054 KP Amsterdam (Overtoomse Sluis)        ,"                €2,250 per month            ",65 m²,2 rooms
                        Apartment Saxen-Weimarlaan 20                            ,            1075 CB Amsterdam (Willemspark)        ,"                €4,500 per month            ",170 m²,6 rooms
                        Apartment Prinseneiland 50 2L                            ,            1013 LR Amsterdam (Haarlemmerbuurt)        ,"                €2,500 per month            ",110 m²,3 rooms
                        House Balearenlaan 82                            ,            1060 TM Amsterdam (Middelveldsche Akerpolder)        ,"                €2,500 per month            ",210 m²,7 rooms
                        Apartment Kalkmarkt                            ,            1011 BC Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,450 per month            ",125 m²,5 rooms
                        Apartment Willem Frederik Hermansstraat                            ,            1011 DG Amsterdam (Nieuwmarkt/Lastage)        ,"                €5,000 per month            ",170 m²,5 rooms
                        Apartment Willem Frederik Hermansstraat                            ,            1011 DG Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,150 per month            ",68 m²,2 rooms
                        Apartment Ridderspoorweg                            ,            1032 LL Amsterdam (Noordelijke IJ-oevers West)        ,"                €3,250 per month            ",98 m²,3 rooms
                        Apartment Stadionweg 37 III                            ,            1077 RW Amsterdam (Apollobuurt)        ,"                €5,900 per month            ",232 m²,6 rooms
                        Apartment Derde Hugo de Grootstraat                            ,            1052 LK Amsterdam (Frederik Hendrikbuurt)        ,"                €1,850 per month            ",51 m²,2 rooms
                        Apartment Rubensstraat                            ,            1077 MV Amsterdam (Apollobuurt)        ,"                €3,750 per month            ",127 m²,5 rooms
                        Apartment Gustav Mahlerlaan                            ,            1082 ME Amsterdam (Zuidas)        ,"                €3,950 per month            ",112 m²,3 rooms
                        Apartment Leidsekade 102 D                            ,            1017 PP Amsterdam (De Weteringschans)        ,"                €4,150 per month            ",141 m²,3 rooms
                        Apartment Bankastraat                            ,            1094 EB Amsterdam (Indische Buurt West)        ,"                €1,600 per month            ",60 m²,2 rooms
                        House Leidsegracht                            ,            1016 CP Amsterdam (Grachtengordel-West)        ,"                €6,000 per month            ",201 m²,6 rooms
                        Apartment Kastelenstraat 307 3                            ,            1082 EH Amsterdam (Buitenveldert-West)        ,"                €1,650 per month            ",75 m²,3 rooms
                        Apartment Lorreinenstraat 8 H                            ,            1055 CZ Amsterdam (Erasmuspark)        ,"                €2,150 per month            ",78 m²,3 rooms
                        Apartment Kuipersstraat                            ,            1074 EK Amsterdam (Nieuwe Pijp)        ,"                €2,500 per month            ",77 m²,3 rooms
                        Apartment Derde Helmersstraat                            ,            1054 BM Amsterdam (Helmersbuurt)        ,"                €3,750 per month            ",122 m²,4 rooms
                        Apartment Eerste Helmersstraat 289 2                            ,            1054 EA Amsterdam (Overtoomse Sluis)        ,"                €2,950 per month            ",70 m²,3 rooms
                        House Herengracht 315                            ,            1016 AV Amsterdam (Grachtengordel-West)        ,"                €3,000 per month            ",170 m²,4 rooms
                        House Singel 377                            ,            1012 WL Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,900 per month            ",115 m²,4 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Studio Ferdinand Bolstraat                            ,            1072 LJ Amsterdam (Oude Pijp)        ,"                €1,800 per month            ",40 m²,1 room
                        Apartment Arent Janszoon Ernststraat 43                            ,            1083 GP Amsterdam (Buitenveldert-Oost)        ,"                €2,800 per month            ",135 m²,4 rooms
                        Apartment Amstel                            ,            1018 ES Amsterdam (Weesperbuurt/Plantage)        ,"                €2,700 per month            ",82 m²,3 rooms
                        Apartment Vierwindenstraat                            ,            1013 LA Amsterdam (Haarlemmerbuurt)        ,"                €7,500 per month            ",236 m²,9 rooms
                        House Adriënne Solserhof 2                            ,            1087 MT Amsterdam (IJburg Zuid)        ,"                €3,500 per month            ",176 m²,4 rooms
                        Apartment Cornelis Schuytstraat                            ,            1071 JH Amsterdam (Museumkwartier)        ,"                €4,250 per month            ",142 m²,4 rooms
                        Apartment Nieuwe Oostenburgerstraat 1 D                            ,            1018 MB Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €3,000 per month            ",120 m²,5 rooms
                        Apartment Keizersgracht                            ,            1017 ES Amsterdam (Grachtengordel-Zuid)        ,"                €2,500 per month            ",78 m²,2 rooms
                        Apartment Keizersgracht                            ,            1017 ES Amsterdam (Grachtengordel-Zuid)        ,"                €2,500 per month            ",80 m²,2 rooms
                        Apartment Pieter de Hoochstraat                            ,            1071 ED Amsterdam (Museumkwartier)        ,"                €3,700 per month            ",130 m²,3 rooms
                        Apartment Hogewerf                            ,            1082 NG Amsterdam (Buitenveldert-Oost)        ,"                €2,250 per month            ",85 m²,2 rooms
                        House Akerpolderstraat                            ,            1066 ET Amsterdam (Sloter-/Riekerpolder)        ,"                €2,700 per month            ",169 m²,6 rooms
                        Apartment Prinsengracht 533 I                            ,            1016 HS Amsterdam (Grachtengordel-West)        ,"                €1,900 per month            ",40 m²,2 rooms
                        House Pijlkruidstraat 1                            ,            1087 CE Amsterdam (IJburg West)        ,"                €2,750 per month            ",135 m²,5 rooms
                        Apartment Van Tuyll van Serooskerkenweg 110 3                            ,            1076 JR Amsterdam (Stadionbuurt)        ,"                €3,500 per month            ",125 m²,5 rooms
                        Apartment Cornelis Schuytstraat 25 2+3                            ,            1071 JD Amsterdam (Museumkwartier)        ,"                €3,950 per month            ",150 m²,4 rooms
                        House Schapenburgerpad 20                            ,            1071 ZA Amsterdam (Museumkwartier)        ,"                €4,000 per month            ",198 m²,6 rooms
                        Apartment Gustav Mahlerplein 285 PH                            ,            1082 MS Amsterdam (Zuidas)        ,"                €8,000 per month            ",193 m²,4 rooms
                        Apartment Van Baerlestraat 14 3                            ,            1071 AW Amsterdam (Museumkwartier)        ,"                €2,800 per month            ",162 m²,4 rooms
                        Apartment Leliegracht 25 B                            ,            1016 GR Amsterdam (Grachtengordel-West)        ,"                €2,850 per month            ",92 m²,2 rooms
                        Apartment Bronckhorststraat 46                            ,            1071 WV Amsterdam (Museumkwartier)        ,"                €3,500 per month            ",104 m²,4 rooms
                        Apartment Solitudolaan                            ,            1096 DS Amsterdam (Omval/Overamstel)        ,"                €6,500 per month            ",204 m²,7 rooms
                        Apartment Rooseveltlaan                            ,            1079 AB Amsterdam (Scheldebuurt)        ,"                €2,750 per month            ",143 m²,5 rooms
                        Apartment IJburglaan                            ,            1087 CE Amsterdam (IJburg West)        ,"                €2,600 per month            ",110 m²,2 rooms
                        Apartment Koningslaan 24 C                            ,            1075 AD Amsterdam (Willemspark)        ,"                €3,950 per month            ",83 m²,3 rooms
                        Apartment Sarphatistraat                            ,            1018 GK Amsterdam (Weesperbuurt/Plantage)        ,"                €4,950 per month            ",142 m²,5 rooms
                        Apartment Singel                            ,            1016 AC Amsterdam (Grachtengordel-West)        ,"                €3,450 per month            ",105 m²,4 rooms
                        Apartment Keizersgracht 114                            ,            1015 CV Amsterdam (Grachtengordel-West)        ,"                €3,000 per month            ",80 m²,4 rooms
                        Apartment Orteliusstraat 221 3                            ,            1056 NR Amsterdam (Van Galenbuurt)        ,"                €1,850 per month            ",60 m²,2 rooms
                        House Simon Stevinstraat 33 hs                            ,            1097 BX Amsterdam (Frankendael)        ,"                €3,250 per month            ",138 m²,5 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Van Baerlestraat 72 D                            ,            1071 BA Amsterdam (Museumkwartier)        ,"                €3,500 per month            ",150 m²,3 rooms
                        Apartment Minervalaan                            ,            1077 PK Amsterdam (Apollobuurt)        ,"                €3,950 per month            ",140 m²,3 rooms
                        Apartment Herengracht                            ,            1017 CD Amsterdam (Grachtengordel-Zuid)        ,"                €5,400 per month            ",125 m²,3 rooms
                        Apartment Nicolaas Witsenkade 19                            ,            1017 ZS Amsterdam (De Weteringschans)        ,"                €7,950 per month            ",200 m²,6 rooms
                        Apartment Singel 91 E                            ,            1012 VG Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,850 per month            ",110 m²,2 rooms
                        Apartment Wagenstraat                            ,            1017 CZ Amsterdam (Grachtengordel-Zuid)        ,"                €3,100 per month            ",90 m²,3 rooms
                        Apartment Laan der Hesperiden 16 H                            ,            1076 DK Amsterdam (Stadionbuurt)        ,"                €3,250 per month            ",127 m²,3 rooms
                        Apartment Oudeschans 18 III                            ,            1011 LA Amsterdam (Nieuwmarkt/Lastage)        ,"                €3,500 per month            ",100 m²,3 rooms
                        Apartment Leonardostraat 6 I                            ,            1077 EV Amsterdam (Apollobuurt)        ,"                €4,300 per month            ",185 m²,6 rooms
                        Apartment Dam                            ,            1012 JS Amsterdam (Burgwallen-Oude Zijde)        ,"                €5,500 per month            ",125 m²,3 rooms
                        Apartment Koningin Wilhelminaplein                            ,            1062 KS Amsterdam (Westlandgracht)        ,"                €2,250 per month            ",90 m²,3 rooms
                        Apartment Nieuwe Prinsengracht                            ,            1018 VT Amsterdam (Weesperbuurt/Plantage)        ,"                €2,300 per month            ",75 m²,2 rooms
                        Apartment Evertsweertplantsoen 22                            ,            1069 RL Amsterdam (Osdorp-Midden)        ,"                €1,849 per month            ",60 m²,2 rooms
                        Apartment Keizersstraat                            ,            1011 GD Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,500 per month            ",100 m²,3 rooms
                        Apartment Brouwersgracht 180 A                            ,            1013 HC Amsterdam (Haarlemmerbuurt)        ,"                €6,500 per month            ",200 m²,4 rooms
                        House Prinsengracht 264                            ,            1016 HH Amsterdam (Jordaan)        ,"                €9,500 per month            ",240 m²,7 rooms
